,Id,ParentId,PostTypeId,CreationDate,Title,Body,first_Id,first_sim,second_Id,second_sim,third_Id,third_sim,fourth_Id,fourth_sim,fifth_Id,fifth_sim
28,31,4.0,2,2015-01-28T09:54:17.403,,"The Grinder
We are all delicious coffee beans ;-)
",1198,0.2200065397291913,1136,0.14694486038774046,1231,0.12478081432443117,95,0.12387924356787774,60,0.11934881555703356
29,32,,1,2015-01-28T09:56:12.100,Should questions about recipes involving coffee be considered off topic?,"I'm not talking about recipes for specific coffees, but more like recipes for other food and drinks that include coffee, perhaps even as the primary flavour.
For example, coffee desserts, coffee milkshakes, etc.
Should these be considered on topic here because they involve coffee to such an extent that the choice of bean / roast etc, is likely to affect overall flavour, or should they be designated as off-topic because they are not, in and of themselves, coffees.
To add to that, if we are to ban questions about coffee milkshakes, where do we draw the line between some of the milkier, flavoured iced coffees and milkshakes?
",1146,0.23987883994433978,1156,0.23106847162327987,1109,0.23022680043411128,1154,0.22106987062572456,36,0.2169609715968165
30,33,5.0,2,2015-01-28T10:01:41.423,,"I think it is a shame that sharing knowledge of good coffee types/roasts is likely to be off topic here but I think that the subjective nature and potential for spam is something that could degrade the quality of this site (in particular the latter). I don't know what the overseers think about this as it would be a shame to not capture and share recommendations with the rest of the community. In the early days of SO some of the most useful pages which are now off topic were good book recommendations and so forth which then became wikis. So is it possible that a wiki of recommended coffee beans/roasts is permissable, I don't know.
The problem with chat rooms is I don't know how permanent the postings are and how searchable it is. It could still work though.
",1147,0.2897804174328369,1143,0.2777395396559524,49,0.27748961477789325,1120,0.27159548634310654,1142,0.2682968355442489
31,34,4.0,2,2015-01-28T10:07:27.860,,"""The Baristas"", or even ""The Barista Room"" 
",1223,0.3070469185063658,1214,0.1625870203347274,1133,0.12267543168034505,101,0.11282617594090946,1142,0.10636612391855352
32,35,4.0,2,2015-01-28T10:40:08.020,,"The Jampot
After the first coffee shop in London.
",29,0.1435447594624176,88,0.13566339544226996,1113,0.1299112059464296,1115,0.1280408731746923,56,0.11469043644325874
33,36,,1,2015-01-28T10:47:22.410,Do we consider this question on topic,"According to this it states:

Don’t ask about…
Questions that are primarily opinion-based

This question I think is likely to elicit opinions and subjective answers and probably should be considered off topic.
Do we think these types of questions should be considered on topic for this site?
",16,0.31444169021173374,1154,0.28697606560930783,33,0.24667714949130348,58,0.24317951717272054,1146,0.24181828130900826
34,37,28.0,2,2015-01-28T12:03:06.817,,"A coffee bean. This was basically the idea i had in mind when i made the proposal to begin with. Everything we talk about is based on the coffee bean.
",90,0.18578227360838492,1147,0.1779017873062324,1217,0.16836810059537125,98,0.1518823697007139,46,0.15009081657667384
35,38,5.0,2,2015-01-28T12:30:01.167,,"I think they're unavoidable for a topic such as this. Gear is, like it or not, an essential part of making and enjoying great coffee and there's a lot of it available. 
Asking for an honest product recommendation doesn't make for a bad question; asking in a manner that invites dozens of answers due to a lack of scope and constraint makes for a bad question. There are only a limited number of double-walled glass presses in a 2 cup size, and I'd be quite put off if I came to a site all about coffee and couldn't ask which one was also likely to hold up in a dishwasher. 
Questions that don't limit the potential number of answers that could be received are by nature too broad, and you have a close reason for those available to you. I'd wait, see if these actually become a problem, and enjoy giving thorough answers to the more interesting ones while you do. It's fine to have a zero-tolerance spam policy as many of our other sites have adopted, and an inclination to burn link-only or astroturf-like answers as you see them.
But don't stop yourself from recommending a brand if you're happy with that brand. I love Breville's products and I recommended one of their grinders to someone earlier today, in the course of writing a thorough answer. And if spammers start writing comprehensive, thorough answers that receive up-votes then we can basically say mission accomplished.
Software Recommendations does a pretty good job of getting this right, and I'm sure that you could too. But, please, don't solve problems that you don't yet have - these types of questions are quite common in this topic, make sure you're doing yourselves a favor before shutting them down and you can't do that based on less than 100 questions so far in a private beta.
",49,0.3622922235122341,1147,0.3307465491087902,1120,0.3186107473738454,1128,0.31119710237386555,104,0.3058732767062598
36,40,4.0,2,2015-01-28T14:10:16.197,,"""The Puck""
Was also thinking ""The Whack Box"", but terminology might not be consistent there. I think 'puck' is universal for the spent grounds in a portafilter. 
",99,0.21325364253347184,74,0.14750981644032654,1139,0.1301737222426085,90,0.12270058710395762,4,0.12215292048142676
37,41,4.0,2,2015-01-28T14:43:28.223,,"Since we're throwing out ideas how about ""Crema""
",86,0.16793673221309346,1134,0.11418694526527087,1177,0.11101263658864996,1158,0.10718689891754124,1149,0.10597885891858197
38,42,12.0,2,2015-01-28T16:53:09.193,,"That's a good question. I, as a user of this site, would be interested in health questions but you made a good point - is the community able to appropriately answer the question? 
Good answers will have to link to their sources. 
I would vote that we should allow such questions but the community will have to be vigilant regarding duplicate questions.
",1143,0.30979103350774195,1157,0.28239824626353716,49,0.2771037768282713,1128,0.24242248635047217,23,0.23497734927323966
39,43,4.0,2,2015-01-28T21:02:08.250,,"""Nighthawks"".   
Too subtle?
It is referring to the name of this quite famous painting of a café late at night:  

(From Wikipedia)
",4,0.11004264675354833,66,0.10779418618273504,26,0.10743432979027774,1157,0.10490588715677644,54,0.1041941299522238
40,44,14.0,2,2015-01-28T22:31:59.327,,"I think all flavor questions should be fair game - there is an entire field (sensory science) dedicated to understanding human perception and preferences of flavor. Many of us are interested in coffee! 
For example, I answered this question, using a system that robustly measures flavor, and without including biased opinions.
",23,0.24309253840196213,83,0.19995298862922906,1126,0.18618997062686377,81,0.17748188890591807,72,0.16011568801711729
41,46,4.0,2,2015-01-29T01:29:39.570,,"""Coffee Drops""

Or a variation on the idea, such as ""Coffee Dripping"", ""Coffee Brewing"".
",9,0.21649830422330757,83,0.17815577794858706,1155,0.15609608397505387,1123,0.15589635563656604,37,0.15009081657667384
42,47,12.0,2,2015-01-29T03:39:27.267,,"Health advice should be left to a doctor. We can never know enough about a person to answer such a question on calcium deficiency. 
On the other hand something like, which coffee will hurt my stomach less? May fall into our field. The line is blurred right now, and I can tell you the first question should not be answered by us, but this second one could be.
",1146,0.23483386673694331,51,0.2115499795072509,1221,0.21041469037849891,1143,0.20762081587523046,1169,0.206988175752327
43,48,,1,2015-01-29T04:07:49.210,Do we allow self-endorsements here?,"With no intention of singling someone out, I am wondering if posts that include links that further self-interest are considered off topic. I am aware of the ""Should product recommendations be on-topic?"", but I feel like this could be slightly different. Examples that I've seen:

""How can I go about developing my ability to taste flavors in coffee?""
How will “cold brewed” coffee differ from traditional hot-water extration methods?
When does coffee go off?
What coffees are the least acidic?

Now these are just what has already developed on the website and the information that was provided was relevant, but was directing us to the product that created the data relevant? What if they were links to beans I roasted, brewing products I've created, or a cafe that I own? If a top post, is a link to a Chemex that I can purchase through a Peet's Coffee, wouldn't the forum function as an unpaid advertisement? 

As a note, I feel that those were all well structured answers and great contributions.
",59,0.30924054760142755,15,0.2880420501114534,49,0.2769238756289487,73,0.24681763824111652,1146,0.24212049454338325
44,49,48.0,2,2015-01-29T04:51:57.547,,"If they're well structured answers that were supported by a link given to something the author is affiliated with, it's generally fine. This is what to look for:

Do all of their answers in some way promote their product? That can be a red flag, not always, but can be. Some people just come to sites specifically to answer questions about their product. Look carefully.
Are many of their answers that also mention their product only tangentially related to the question at hand? That can spell trouble, if someone is looking for places to plant stuff
Do they clearly mention that it's their link? That's important, as it asserts a sort of ""I hereby assert that this is given in good faith in the spirit of being helpful"" thing

We positively want people whose job is coffee on this site, those are your professionals, the people that do lots of science and can answer tougher questions, especially about the brewing process. If they support some of their answers with stuff they're affiliated with, that's great. If they go a bit too overboard, moderators have means of contacting them to let them know.
With that said...
Coffee is a topic that is ripe with products (no pun intended), and we will see our fair share of folks that have come here for the wrong reasons. Fortunately, most of us have a very good ability to determine when something just doesn't seem right - and we give you the ability to flag things for moderator attention.
If you see something that gives you a bit of pause, and you seriously wonder if the person is here for the wrong reasons, flag it as 'other' and let us / the moderators-to-be have a look at it. Blatant spam obviously deserves a spam flag directly, I'm talking about the ""If it weren't for the other answers in their history linking to the same site, this would seem completely benign"" sorts of things.
Our job as hosts is to make people feel welcome and do our best to basically get out of their way as they participate. The fewer rules, the better. If this becomes a major problem down the road we can revisit it, but for now, I think it's sufficient if folks just keep an eye out for anything (or, to the point, anyone) going sideways with it.
",1120,0.4404531862287851,84,0.36533037826389014,1157,0.3649273142325849,38,0.3622922235122341,1147,0.3503115752461484
45,50,32.0,2,2015-01-29T06:12:49.627,,"It's pretty simple. If they're asking about brewing components, or brewing technique - they're on topic. If it's more about cooking components, or cooking technique, then it's probably one for Seasoned Advice.
There is going to be overlap, and you should be insanely jealous when it comes to your site - you want any good question that fits within the topic to stay here. Coffee is a common ingredient in many popular deserts, and fits well here, as long as the 'gist' requires knowledge of not just cooking, but also coffee in order to answer.
I wouldn't do anything now, there's less than 200 questions so far, and the site isn't even public yet. When you get to ~500 questions and there's a bigger sampling of these, then it's much easier to identify factors that make something a solid fit here rather than somewhere else. 
",1147,0.42290899168374557,1146,0.3484980836200064,1154,0.2732052223532731,1120,0.27149189647257765,38,0.2666396534925672
46,51,12.0,2,2015-01-29T14:56:12.690,,"I think personal health advice should be off-topic, but requests for references to research on the physiology and genetics of caffeine response should be on-topic.  See for example this ""twin"" study on caffeine intolerance and genetics.
That raises the question of how ""good"" (authoritative) sources should be.  I doubt there is a bright line test that can be applied, as for example the question yesterday about safety of drinking Kopi Luwak coffee.  It can be, as far as I'm concerned, left to the voting up/down of Answers to police the use of reliable sources.
",108,0.2771763101865384,1146,0.2604301414460993,109,0.2589096559858592,1133,0.24959494929712323,1154,0.24045076044856456
47,52,,1,2015-01-29T17:05:34.633,Should original research be allowed?,"Some things are experienced first-hand but does it imply that the person is factually correct all the time? There might just be people asking serious health-related issues and we might tell them about our opinion  (which is wrong) but it can either be correct and not work because of natural causes or it might be blatant lies. So, should we source every answer we put, or atleast suggest verification sources?
For more info on what is original research, https://en.wikipedia.org/wiki/Wikipedia:No_original_research .
EDIT: I would appreciate more community input. 
",109,0.2227802570487878,104,0.20836905933977812,84,0.20257909367118687,90,0.2022074708857148,79,0.19829174836933625
48,53,52.0,2,2015-01-29T17:29:36.437,,"Unless the question calls for opinion (which, in general, they shouldn't), everything should be backed with published, verifiable evidence, IMO. Anecdotes are not evidence and so should be avoided. Even though coffee is a highly subjective experience, there is quite a bit of research on the topic and we should utilize that when answering.
I think the term ""Original Research"" is a tiny bit misleading to someone who doesn't read that link because all answers require research. I know it means no ""unattributable"" text, and I think we should include something to that effect, I just don't know if ""Original Research"" is the best way to convey that, someone might get scared away from answering because they think they're unable to write an answer in their own words (which is fine, as long the answer contains attributable facts).
I go to SE for high-quality answers to high-quality questions and compromising on that doesn't seem like a good direction to go for this site. We don't want to go the way of yahoo answers...
",49,0.3197682118041108,79,0.3007149486209996,1120,0.2718672433821406,85,0.2623366538293475,1221,0.25999125497213155
49,54,52.0,2,2015-01-29T20:36:35.037,,"Wikipedia's policy is tilted toward the use of secondary sources, almost to the exclusion of primary sources, with the intention of providing conclusions that have a consensus status.
I don't think that should be our approach.  I may be coming from a mix of StackExchange sites where it is often possible for somewhat naive questions to get responses from bona fide experts.  In any case I see value in the experience of community members informing answers, and generally the community voting can be relied upon to catch out speculation and self-promotion.
",51,0.216362235760482,104,0.21508778273733817,1157,0.2126736024610581,103,0.20812638134959485,1143,0.19678643866844034
50,55,2.0,2,2015-01-29T20:48:55.387,,"We have a New Questions feed on another site that I frequent. It's a great way to make sure frequent chat users are reviewing all incoming questions. Being a brand new beta, it would also be a good place for some of the discussions that will happen around what is on/off topic. 
http://coffee.stackexchange.com/feeds

",1157,0.22942873178604462,1221,0.22070673591074347,1179,0.21097666644007199,1143,0.2086427424872258,58,0.2078229219889823
51,56,4.0,2,2015-01-29T22:28:17.143,,"Bean Me Up
This appeals to my sci-fi nerdy background!
I do know that it is an existing Coffee Shop, but if there are no copyright issues, it would be awesome!
",87,0.16214195726943198,105,0.14912546967915954,1146,0.14596215095603196,13,0.1437348591202029,1147,0.13783042540562815
52,57,,1,2015-01-29T22:56:05.127,Theme issue on mobile,"On mobile (specifically android 4, chrome)  on both coffee and meta.coffee has an issue with the bar that has Questions, Tags, Users, etc.
The hightlighted option has a red underline, but the text almost disappears - it is very very close to the backgroud color and invisible unless fully zoomed in.
",1132,0.16687923164511834,1109,0.1525632772491889,83,0.14849623897037897,1154,0.14486182316837587,1128,0.14137846914700167
53,58,36.0,2,2015-01-29T23:30:35.340,,"There has to be some leeway sometimes.
For example in the SFF-Stack there is an ""Off-Topic"" close reason of:

Questions seeking scientific solutions or explanations are off-topic unless they relate directly to a cited work of fiction. There are a number of other Stack Exchange sites dedicated to answering questions on non-fictional sciences.


But there are several questions which ask for purely 'scientific explanations' which have been left open (after much discussion). Some of them are even considered to be the site's most popular questions. Examples:

https://scifi.stackexchange.com/questions/43651/is-sheldon-right-that-superman-would-have-killed-lois-when-he-caught-her
https://scifi.stackexchange.com/questions/28862/how-did-the-cookfire-get-hot-enough-to-melt-gold-in-game-of-thrones
https://scifi.stackexchange.com/questions/72925/why-is-there-no-electricity-available-in-the-walking-dead-series

As long as we define what we can allow, and what we can't.
I suggest that we let the question sit for a little while, see what types of answers pop-up. If the answers are low quality / primarily opinion-based, then we can surmise that the question is not a good fit for this site.
",1128,0.2590699743110885,1132,0.2568379427586606,104,0.2542527232491335,1157,0.24828529582516579,1143,0.24498436937920334
54,59,48.0,2,2015-02-01T18:38:41.347,,"The posts in question are all my own - Hi everyone! 
I'm here because I'm a coffee and tasting professional, and I want to help guide people though experiencing flavors, brewing better coffee, and understanding all the things that go into making coffee interesting, unique, and great. 
I feel I can answer many of these questions better than nearly any other individual or organization because I work for a company that has around ~20,000+ coffee reviews on a full sensory system. I am allowed to use and post graphs and information derived from that data as long as I include a link back to the company. 
With the exception of ""How can I go about developing my ability to taste flavors in coffee?"" all of my answers are highly up-voted answers; that question obviously crossed the line with the community into pure 'promotion' (despite the votes, I believe the app helps individuals learn to taste - but I did a poor job of communicating it). 
I hope to continue to answer questions and support this community while staying on the right side of the self promotion line. If/when I fail at that, please let me know - my email is in my profile. 
",48,0.30924054760142755,49,0.28864067115846037,1146,0.28845690842746063,1143,0.2789025366580956,1154,0.2617160612917488
55,60,,1,2015-02-02T09:29:18.040,"Tag Synonym Request: stovetop, percolator -> moka","Current we have stovetop (1), percolator (1), and moka (2). These are all different words for the same thing, and we should unify them into a single tag. So:

What tag do we pick for this?
Once we've decided, can synonyms be created from the other two.

",1232,0.2494449966914593,74,0.22775481962958782,7,0.22323784802035498,80,0.20893412430491454,65,0.20218930540615312
56,61,60.0,2,2015-02-02T09:32:02.667,,"I would suggest we use moka as the tag. Not only is it what the people who invented it call it, but it's the most popular term according to Google Trends:

",24,0.24741228963840933,6,0.22443067086193744,1147,0.22157037786862063,109,0.18731191016539644,74,0.18540322525167696
57,62,,1,2015-02-02T14:04:36.153,Should we require proof of prior effort?,"A lot of stack exchange sites require that the asker demonstrates that they have made some prior effort to solve the problem themselves before asking the site.
Should we do the same?
If so, what level of effort should we require, and what sort of proof should we accept that this effort has been expended?
",104,0.21163930918385107,1157,0.200425214747475,1231,0.19772944903045764,49,0.18998943461875545,1221,0.17437745721241865
58,63,62.0,2,2015-02-02T15:35:57.260,,"No. If a question is clear and answerable, it should be answered. 
Not all questions need a historical context or a show of prior efforts. If a bit of background context makes a question clearer, the author should provide it. But when a community makes that a site-wide requirement, too often it becomes overdone when communities feels compelled to enforce these rules everywhere, regardless of merit.
If a question can be made clearer by providing more context, you can easily ask the author for clarification in a comment. With a bit of thoughtful guidance, you create a pleasant end-user experience for all. But when every other question is rubber stamped with ""What have you tried?"", it can start to look a bit forced and unnecessary, and even a bit harassing. 
",49,0.23121659713799272,1147,0.2254650746247759,69,0.2235160869989617,104,0.20976927531649733,85,0.2091300115004355
59,64,4.0,2,2015-02-03T09:54:26.290,,"Java
",1158,0.1523802946466607,1238,0.0,79,0.0,89,0.0,88,0.0
